text_es,translation
"Y, al avanzar la mañana, otras sensaciones: las cosas recuperando sus colores característicos, la niebla disipándose, los campos brillando bajo un cielo azul glorioso sin una sola nube, el descanso sobre un montón de heno, la sensación de bienestar que recorre el cuerpo, el verde intenso de las retamas y los nabos tras la helada, las espigas de trigo acariciando la tierra y, en cada una, una gota como un diamante.","Goizak aurrera egin ahala, beste sentsazio batzuk: gauzak beren kolore bereizgarriak berreskuratzen, lainoa desegiten, zelaiak zeru urdin distiratsu eta hodeirik gabe distiratzen, belar gainean atseden hartzen, gorputzean zehar hedatzen den ongizate-sentsazioa, erretama eta porruen berde bizi-bizia izoztearen ondoren, garia laztantzen duten galburuak eta, bakoitzean, diamante bat bezalako tanta bat."
"—¡Ay! —exclamó ella, sin poder contener un suspiro—. ¡Hace treinta años, hijo mío, treinta años! Yo era una niña, una criaturita.","—A! —esan zuen, ezin izan zuen hasperen bat eutsi—. Hogeita hamar urte, seme, hogeita hamar urte! Ni neskato bat nintzen, txikitxo bat."
"Clitandre: Ya lo ve, señor, que he sido falsamente acusado. Usted es un hombre que conoce a la perfección los principios del honor. Por lo tanto, le ruego que me explique la ofensa que se me ha hecho.","Clitandre: Ikusten duzu, jauna, faltsuki salatu naute. Zuretzat ezagunak dira ohorearen oinarriak. Beraz, eskatzen dizut azal diezadazula egin zaidan irainaren zergatia."
"Abraham le dejó a Isaac toda su posesión. Y a los hijos de sus concubinas, que había tenido, les dio presentes y los envió, a través de su hijo Isaac, hacia el oriente, a la tierra de Kedem, mientras él vivía.","Abrahami Isaak eman zion bere ondasun guztia. Eta bere konkubinekin izandako seme-alabei opariak eman zizkien eta Isaak semearen bidez bidali zituen ekialdera, Kedem lurraldera, berak bizirik zirauen bitartean."
Víctor. [(Con indiferencia.)] ¿A mí?,Víctor. [(Indiferentzia aurpegiarekin.)] Niri?
"Las jóvenes, excitadas por el bullicio urbano, recibían con buen humor los sobresaltos. No se avergonzaban de llevar sus maletas de esa manera. Al contrario, se lo tomaban a broma. Les complacía mostrarse despreocupadas y animadas. En cuanto a la pequeña, sus ojos lo dominaban todo. Quería que la bajaran al suelo; quería imitar a toda esa gente que caminaba a paso firme por las aceras y que saltaba y corría al cruzar la calle, huyendo de las ruedas.","Gazteak, hiriko zalapartaz kitzikaturik, umore onez hartzen zituzten ezustekoak. Ez ziren lotsatzen maletak horrela eramateaz. Aitzitik, txantxetan hartzen zuten. Gogoko zuten axolagabe eta animoso agertzea. Txikiari dagokionez, haren begiek dena menderatzen zuten. Lurrera jaistea nahi zuen; jende hura imitatu nahi zuen, zeinak pauso irmoz ibiltzen baitziren espaloietan eta kalea zeharkatzean korrika eta saltoka ihes egiten baitzuten gurpilen beldur."
"Rey Rodolfo el Magnífico; rey de América, de las montañas o de los ferrocarriles; rey de los escudos, aunque carece de un escudo propio que recuerde su pasado, como ocurre con vos, conde de Orlof, cuyos antepasados conquistaron con su sangre los territorios que ahora poseéis.","Rodolfo Handia erregea; Amerikako, mendien edo trenbideen erregea; ezkutuen erregea, nahiz eta ez duen bere iraganari erreferentzia egiten dion ezkuturik, zuek, Orlof kondeak, zure arbasoek orain duzuen lurraldea odolez konkistatu zuten bezala."
"Júlia. Vaya, chica, no te hagas la desentendida.","Júlia. Aizan, ez egin gorrarena."
"—¿Y bien, qué?— insistía. —¿Acaso no dejaste de presentarte en la lista para llevar a cabo el crimen, encontrando a las víctimas entregadas al sueño?","—Eta, ondo, zer? —insistitzen zuen. —Ez al zenuen hilketa burutzeko zerrendan aurkezteari utzi, biktimak loaren esku utzita?"
"La Musa No todos aquellos a quienes suspiras os han olvidado; entre ellos hay corazones sinceros que, al escucharte en silencio, encuentran en ti consuelo y te perciben tal cual eres, viviendo tu sueño. ¿Acaso dudas, por no estar acompañado, de su afecto?","Ez zaitez kezkatu, ez zaituzte ahaztu guztiek; haien artean daude bihotz garbiak, isilik entzuten zaituztenak, eta zuregan aurkitzen dute kontsolamendua, zaren bezala ikusten zaituzte, zure ametsa bizitzen. Ba al duzu zalantzarik, lagunduta ez egoteagatik, haien maitasuna jasotzeko?"
"Conde de Orlof. A Gladys no le preocupará nada ni se dará cuenta de nada. Y ya me imaginaba que, más tarde o más temprano, querría conocer a ese hombre. ¡Llevaba un año hablando solo de él!","Orlof kondea. Ez zaio axola izango Gladysi, ez da konturatuko ezerrez. Eta jada imajinatzen nuen, lehenago edo beranduago, gizon hori ezagutu nahi izango zuela. Urtebete zeramalako hari buruz bakarrik hitz egiten!"
"Mientras tanto, yo, la casa se va desmoronando poco a poco, y el linaje extiende la mano para que se la sostenga, y yo me convierto en guardián de la vasta soledad.","Bitartean, ni, etxea pixkanaka erortzen ari da, eta leinuak eskua luzatzen du eusteko, eta ni bakardade zabalaren zaindari bihurtzen naiz."
"En cuanto a lo demás, Augusto Comte ya consideraba que la Reforma marcaba el inicio del estado metafísico, que sucedía al estado teológico y precedía al estado positivo, este último aún por llegar en ese momento; y, de igual manera, los saint-simonianos veían en el protestantismo el último de los periodos críticos o negativos, como los llamaba esa escuela, en contraposición a los periodos orgánicos o afirmativos. ¿Podremos creer que la gran escuela romántica, nacida del protestantismo, logrará pronto transformar su fundamental y absoluta negación en un periodo orgánico? Analizaremos su evolución.","Bestalde, Augusto Comtek erreforma hasiera gisa ikusten zuen estatu metafisikoa, teologikoaren ondorengoa eta positiboaren aurrekoa, azken hau oraindik iristeko zegoela; eta saint-simonianoek ere protestantismoa ikusten zuten kritikoen edo negatiboen azken aldi gisa, eskola horrek ""organikoa"" edo baieztatzailea deitzen zionaren aurka. Pentsa dezakegu eskola erromantiko handiak, protestantismotik sortuak, bere funtsezko eta absolutu negazioa laster aldi organiko bihurtuko duela? Bere eboluzioa aztertuko dugu."
—Me prometiste que me herrarías el caballo; tienes que hacerlo.,—Zin egin zenidan zaldia ferratuko zenuela; egin behar duzu.
"Pero, si así ocurre, y según lo que se deduce de las inclinaciones egoístas del hombre, el terror ante el enigma de la vida cambia de carácter, se eleva hasta convertirse en un sentimiento de ternura, en una abnegación heroica, hasta que, finalmente, alcanza el santuario del amor materno. La madre también siente, quizá incluso mejor que el hombre, esa inquietud por el incierto futuro; por eso, atenta y vigilante, se preocupa por la seguridad de sus hijos, los teme y los protege, los ama y los defiende; como una loba que cuida a sus cachorros, se esfuerza por evitar los peligros y se enfrenta con valentía a las sombras de lo desconocido. Lo sabe bien, pues lo siente en su corazón de madre: si bien sus hijos conservarán durante toda su vida las cualidades físicas heredadas de sus antepasados, podrían, sin embargo, perder en el futuro las virtudes y privilegios que les ha inculcado con tanto esfuerzo y dedicación. En esos pequeños e indefensos seres, la madre ve, instintivamente, a las víctimas de la herencia genética, del contagio y de la anemia, de las posibles transformaciones sociales que vendrán, y siente que sus hijos, una vez crecidos, deberán enfrentarse en un futuro lleno de peligros y amenazas, a las más terribles dificultades y luchas del destino...","Baina hala gertatzen bada, eta gizakiaren joera egoistengatik ondoriozta daitekeen bezala, bizitzaren enigmaren aurreko izuak izaera aldatzen du, eta heroikoa den etsipenera igotzen da, maitasun amaren santutegira iritsi arte. Ama ere, agian gizakiak baino hobeto, etorkizun ziurgabearen aurreko ezinegona sentitzen du; horregatik, adi eta zaindari, seme-alaben segurtasunaz arduratzen da, beldur da eta babesten ditu, haiek maite ditu eta defendatzen ditu; otso bat bere kumeak zaintzen dituen bezala, arriskuak saihesten saiatzen da eta ausardiaz aurre egiten die ezezagunaren itzalei. Ondo daki, bihotzean sentitzen baitu: seme-alabek bizitza osoan zehar gordeko dituzte arbasoengandik heredatutako ezaugarri fisikoak, baina, hala ere, baliteke etorkizunean bertute eta pribilegioak galtzea, hainbeste ahalegin eta dedikazioz irakatsi dizkienak. Ama txiki eta babesgabe horietan, amak, instintiboki, herentzia genetikoaren, kutsaduraren eta anemiaren biktima gisa ikusten ditu, etorriko diren aldaketa sozial posibleen biktima gisa, eta sentitzen du bere seme-alabek, hazten direnean, arrisku eta mehatxuz betetako etorkizun bati aurre egin beharko diotela, patuaren zailtasun eta borroka izugarrienetara..."
"Nataniel. Los hombres volverán a vivir cuando Dios lo quiera, pues ya lo anunció: descenderá sobre una nube a la Tierra.","Nataniel. Gizonak berriro biziko dira Jainkoak nahi duenean, hori iragarri baitzuen: laino baten gainean lurrera jaitsiko da."
"El sueño del sacerdote —¡Oh, el vivo corte, lo que en nosotros puede lograr!...— decía el sacerdote.","Testuaren itzulpena:

Apaizaren ametsa —¡Oh, bizi mozkorraldia, gugan lor dezakeena!...— esaten zuen apaizak."
—Sí —respondió la joven con brevedad.,—Bai —erantzun zuen gazteak labur.
(El texto proporcionado ya se encuentra en castellano).,"Sentitzen dut, baina ez duzu testurik eman. Mesedez, eman iezadazu testua eta nik euskarara itzuliko dut."
"[Entran el Rey, la Reina, Rosencrantz y Guildenstern].","[Erregea, Erregina, Rosencrantz eta Guildenstern sartzen dira]."
"La severidad de la vida no será un obstáculo para que el joven siga disfrutando de la compañía de las muchachas, ni impedirá que siga desarrollando su arte de apreciar la belleza, ni oscurecerá la intensa alegría de su corazón inocente, ni disminuirá la noble valentía de su voluntad, aún alejada de la presunción, ni cubrirá con la vergüenza de un sentimentalismo extraño la implacable dureza de su corazón, que ya no recuerda las lágrimas de la infancia, y que aún no ha aprendido a llorar con las lágrimas de los hombres. No desearía que una interpretación errónea de estas palabras contribuyera a difundir una visión pesimista de la vida; más bien, prefiero imaginarla en la imagen pagana de las ninfas que se miran en las aguas de los manantiales, en la de los sátiros con coronas de hiedra y en la del fecundo dios Pan, que vela por nuestros rebaños y viñedos.","Bizitzaren gogortasuna ez da oztopo izango gazteak nesken konpainiaz gozatzen jarraitzeko, ezta bere edertasuna miresten garatzeko ere, ezta bere bihotz errugabearen alaitasun bizia ilunduko ere, ezta bere borondatearen adorea gutxituko ere, harrokeriatik urrun badago, ezta ere ezohiko sentimentalismo batek estaliko du bere bihotz gogorraren lotsa, haurtzaroko malkoak jada gogoratzen ez dituena eta oraindik ez dakiena gizakien malkoekin negar egiten. Ez nuke nahi hitz hauen interpretazio oker batek bizitzaren ikuspegi pesimista bat hedatzen lagundu dezan; aitzitik, nahiago nuke irudikatu ninfen irudia, iturrietako uretan begiratzen direnak, sátiroen irudia, hiedra koroekin, eta Pan jainko emankorrarena, gure artaldeak eta mahastiak zaintzen dituena."
—¡Rot de Bel! ¡Qué pesados son! —exclamó Turena—. Decid. ¿De qué se trata?,"—Rot de Bel! Ze astunak diren! -esan zuen Turenak-. Esan, zer da kontua?"
"Justamente porque lo perdió todo, porque no tiene a nadie, puede regresar —porque ella, su espíritu, es lo mejor que tenía— y puede arrancar el llanto de madre. ¿No se imaginan el aullido de contrición y de resurgimiento de Castella, en la soledad y en la amplitud de la calma esteparia? Y aún podríamos insistir con el poeta:","Zehazki dena galdu zuelako, inor ez duelako, itzul daiteke —bere espiritua, zuen onena zelako itzul daiteke— eta negar-zotin bat atera dezake ama bati. Ez al duzue imajinatzen Castellaren aieneka-aldia eta berpizkundea, bakardadean eta estepako lasaitasunaren zabaltasunean? Eta oraindik ere poeta harekin jarrai genezake:"
"El Cigaleta. ¿Por qué os molestáis tanto con ese tonto, si es tan sordo? No sé cómo podéis hacer negocios con él.","El Cigaleta. Zergatik arduratzen zarete hainbeste tontolapiko horrekin, baldin eta gortuta badago? Ez dakit nola egin dezakezuen negoziorik berarekin."
"Ya lo sabéis, pues, venid a visitarme; me haríais un gran favor, sobre todo si al regresar os sintierais contentos con la buena acogida que habéis recibido, y, acordándoos de Susagna, exclamaríais como ella.","Badakizue, beraz, etor zaitezte niregana bisitan; handia egingo didazue mesedea, batez ere, itzultzean ongi hartu nauzuela ikusten baduzue, eta Susagna gogoratuz, berak bezala oihuka ateratzen bazarete."
"—¿Quién eres tú? —respondió el somnoliento—. Vete, vete de aquí. Eres un pesado.","—Nor zara zu? —erantzun zuen lozorroan bezala—. Joan zaitez, joan zaitez hemendik. Astuna zara."
"—Oh, hablar, sí; lo creo. Pero no había tenido ocasión de...","—Hitz egin, bai; horretan sinesten dut. Baina ez nuen inoiz..."
"II Las setas de las laderas. Redondas y frescas, setas que alfombran con un verde oscuro la extensión del campo y que, al amanecer, absorben el rocío para nutrir su esencia virginal. Su vida es breve; aparecen radiantes con el florecer de la primavera y se marchitan cuando se derriten las nieves y el segador regresa a su hogar. Su exquisito fruto es fuente de vida: adorna con un real adorno la mesa del Rey, y es manjar fecundo, alegría en la mesa del noble y el burgués, así como alimento humilde y precioso en la mesa del campesino. La seta es nuestro pan de cada día.","II Lautadetako onddoak. Biribilak eta freskoak, onddoek berde ilun batez estaltzen dute zelaiaren hedadura, eta, egunsentian, ihintza xurgatzen dute beren esentzia birginala elikatzeko. Beren bizitza laburra da; loratzen dira udaberriaren loratzearekin batera, eta zimeltzen dira elurrak urtzen direnean eta segalaria etxera itzultzen denean. Beren fruitu bikaina bizitzaren iturri da: erregearen mahaia apaintzen duen benetako apaingarria da, eta janari emankorra, poza mahai noble eta burgesean, eta janari umila eta preziatua nekazariaren mahaian. Onddoa gure eguneroko ogia da."
"Si lo que tienes en mente sucede en febrero o con la llegada de la primavera, verás una isla que florece de golpe y se transforma en un tapiz.","Hona hemen itzulpena:

Zure buruan duzun hori otsailean gertatzen bada edo udaberriaren etorrerarekin, uharte bat ikusiko duzu bat-batean loratzen eta aldatzen den tapiz bihurtzen."
"En el valle de San Daniel, los placeres y las sensaciones se tornan delicados y juguetones, y parecen excusados por su propia inocencia y moderación. Es un valle de felicidad donde, incluso los jugadores de cartas, se contienen y no hacen trampas de forma descarada; donde hasta los borrachos caminan con aire arrepentido, como si estuvieran absortos en un asunto importante; donde incluso las mujeres perdidas que se atreven a entrar adoptan una actitud de contrición y no se atreven a profanar con su frívola alegría el silencio solemne del convento.","San Daniel haranean, plazerak eta sentsazioak delikatuak eta jostagarri bihurtzen dira, eta beren errugabetasunagatik eta neurritasunagatik justifikatuta daude. Zoriontasun haran bat da, non kartetan jokatzen dutenek eusten dioten eta ez duten modu nabarmenean iruzur egiten; non, are, mozkorrak ere, damuturik bezala ibiltzen diren, gai garrantzitsu batean murgilduta baleude bezala; non, are, ausartzen diren emakume galduak ere, damuturik agertzen diren eta ez dira ausartzen beren alaitasun arinarekin elizaren isiltasun solemnea profanatzen."
"Para disipar cualquier sospecha de que pretendamos sacrificar la energía y la riqueza del idioma a una excesiva meticulosidad, comenzaremos por distinguir el código social del código literario. Las reglas para uno y otro son distintas, y las restricciones impuestas a un autor al dirigirse a su público también varían según el tema y el público al que se dedica la obra. A medida que se amplía el horizonte, aumenta la libertad y la palabra o el concepto que resultarían terriblemente discordantes en una novela rosa para niños o colegialas, adquieren un valor insustituible en un poema épico o en el libro de un pensador que aborda de frente el drama universal y explora la conciencia humana, sin evitar ni los rincones más oscuros ni las grandes verdades. Existe un criterio de selección al escribir y otro, más riguroso, al decidir en qué manos puede llegar a caer un libro.","Edozein susmo uxatzeko, idazle gisa gure hizkuntzaren energia eta aberastasuna zorroztasun handiegian sakrifikatzen ditugula, kode sozialaren eta kode literarioaren arteko bereizketa egingo dugu. Batarentzat eta bestearentzat arau desberdinak daude, eta idazleak bere publikoari zuzentzean ezartzen zaizkion murrizketak ere aldatu egiten dira, lanaren gaia eta publikoa kontuan hartuta. Horizontea zabaltzen den heinean, askatasuna eta hitza edo kontzeptua handitzen dira, zeinak izugarri desorekatzaileak izango liratekeen haur edo nerabeentzako eleberri arrosa batean edo eskola-umeentzako liburu batean, baina balio ezinbestekoa hartzen dute epopeia-poema edo pentsalari baten liburuan, unibertsalari aurrez aurre begiratzen dionean eta kontzientzia humanoa aztertzen duenean, ilunenetako txokoak saihestu gabe eta egia handiak ikertuz. Idaztean hautaketa-irizpide bat dago, eta beste bat, zorrotzagoa, liburu bat zein eskuetara irits daitekeen erabakitzeko."
"¿Cómo podría explicarte, amable lector, que bajo la aparente divagación de sus pensamientos, en los rincones más oscuros del alma de Tomás de Bajalta, se gestaban, de forma casi imperceptible, esas ideas que podían salvarlo? ¿No te ha ocurrido, en muchas ocasiones, sentir una opresión en el pecho sin saber, en un principio, cuál es su causa, hasta el punto de llegar a creer que se trata simplemente de un malestar físico, cuando, en realidad, esa opresión, como luego has descubierto, encierra las raíces de una profunda inquietud, de una decepción, de un desengaño, de una oportunidad perdida, de una derrota inesperada, un fracaso que tu alma no puede superar hasta que tu imaginación no lo rememora?","Nola azal niezazuke, irakurle atsegina, Tomás de Bajalta-ren arimaren txoko ilunenetan, pentsamenduen itxurazko digresioaren azpian, sortzen ari ziren ideiek nola salba zezaketen? Ez al zaizu inoiz gertatu, askotan, bularrean presioa sentitzea, hasieran kausa zein den jakin gabe, eta pentsatzea, hasieran, agian, arazo fisiko hutsa dela, baina, azkenean, aurkitzen duzunean, presio horrek, benetan, sustraiak dituela sakoneko kezka batean, dezepzio batean, desengainu batean, aukera galdu batean, ustekabeko porrot batean, zure arimak gainditu ezin duen porrot batean, zure irudimena gogoratu arte?"
"Pero, estando ya en medio de la plaza, el viejo cazador se detuvo para dirigirse a los que le seguían:","Baina, plazaren erdian zegoela, zaharrak jarraitzen zion jendeari begiratu zion."
—Ya veo que sabe bastante de este tema —dijo el padre Armengol con un ligero toque de ironía.,"—Badirudi gai honi buruz nahiko ongi dakizula —esan zuen Armengol aita-apaizak, ironia ukitu arin batekin."
Es preferible que te nombren Duque de la Protesta y que digas: —No puedo.,Hobe da ni duke de la Protesta izendatzea eta zuk esatea: —Ezin dut.
"Cabra, [tras dudarlo un instante, dijo el padre Pere]: Pasa adelante... Este hombre es demasiado impaciente. Siempre lo ha sido… La impaciencia la lleva en la sangre desde pequeño.","Cabra, [pentsakor une batez, esan zuen aita Perek]: Aurrera... Gizon hau oso pazientziagabea da. Beti izan da... Pazientzia txikitatik darama odolean."
"—¡Ay, qué gente más mala! ¡Han abandonado a la mula! —dijo Turena—. ¡Atxalemi! ¿Vienes, Tarregada?","—A, ze jende gaiztoa! Mula abandonatu dute! -esan zuen Turenak-. Atxalemi! Zatoz, Tarregada?"
"Te elevas por encima de la multitud que te idolatra, como la torre de la iglesia se eleva por encima de los edificios de un barrio. Te recuestas, como si estuvieras en un lecho, en los bancos del paseo más concurrido de la ciudad.","Hona hemen itzulpena:

Jendetza idolatratzailearen gainetik altxatzen zara, eliza-dorre bat auzoko eraikinen gainetik altxatzen den bezala. Ohe batean bazeunde bezala etzaten zara, hiriko pasealeku jendetsueneko bankuetan."
"Así pues, Moisés y Aarón entraron ante el faraón y actuaron como había ordenado el Señor: Aarón extendió su vara delante del faraón y de sus siervos, y se convirtió en serpiente. Entonces, el faraón también llamó a sus sabios y a sus magos, y ellos, los hechiceros egipcios, hicieron lo mismo con sus artes mágicas: cada uno de ellos extendió su vara, y sus varas se convirtieron en serpientes. Sin embargo, la vara de Aarón se tragó las suyas. Pero el corazón del faraón se endureció, y no les escuchó, tal como el Señor había hablado.","Honela, Moises eta Aaronek faraoiaren aurrean agertu ziren, Jaunak agindu bezala. Aaronek bere makila luzatu zuen faraoiaren eta haren zerbitzarien aurrean, eta suge bihurtu zen. Orduan, faraoiak eta haren aholkulariek ere beren magia-ahalmenak erabili zituzten, eta bakoitzak bere makila luzatu zuen; haien makilak ere suge bihurtu ziren. Baina Aaronen makilak besteak jan zituen. Hala ere, faraoiaren bihotza gogortu egin zen, eta ez zion jaramonik egin, Jaunak esan bezala."
"Lo levantó en brazos, sosteniéndolo con fuerza, y caminó por el medio de las praderas. No tardó mucho en sentir de nuevo Miqueló sed y cansancio. Se detuvo para que el niño volviera a dormirse, y mientras tanto, sentía ternura por la criatura, que siempre tenía los miembros entumecidos.","Jaso zuen besoetan, indarrez eutsiz, eta zelaien erdian ibili zen. Ez zuen denbora asko behar izan Miqueló gosea eta nekea sentitzeko berriro. Gelditu egin zen haurra berriro lokartzeko, eta bitartean, sentitu zuen maitasuna izaki txikiarenganako, beti baitzituen gorputz-adarrak gogortuta."
"Salieron juntos, en medio de la extrañeza y la creciente inquietud de los pocos que quedaban en la cocina de Nassos. El amigo pensó que se trataba de algún asunto breve y, por tanto, no se preocupó demasiado.","Elkarrekin atera ziren, Nassosko sukaldean geratzen ziren gutxien harridura eta gero eta handiagoa zen kezka artean. Lagunak uste zuen kontu labur bat zela eta, beraz, ez zen gehiegi kezkatu."
"Por eso, tu cuerpo, esa vasija mortal e inútil, no alberga ni rastro de alegría ni de afecto fraternal.","Horregatik, zure gorputza, ontzi hilkor eta alfer hori, ez du alaitasun arrastorik ezta anaitasunezko maitasunik ere."
"Mateo. Si él dice que todo lo que es nuestro es suyo, ¿qué quiere que vivamos como hermanos con la nobleza?","Mateo. Berak esaten badu gurea den guztia berea dela, nola bizi behar dugu nobleziarekin anai-arreba bezala?"
"Relatos de los novios. ¡Oh, doncella que miráis desde la ventana, no os inclinéis nunca, pues de ese lugar surgen miradas y manos! Dos jóvenes novios jugaban allí: Cila, la hija de los Gabaig, y el Maestro Torner de la Plaza (en el cielo nos encontraremos, juntos). Un pájaro observaba a los novios y al juego de sus cuatro manos. Las manos de ella, blancas y delicadas, invitaban a un beso: parecían dos palomas con un collar de oro, el anillo de compromiso con diamantes brillantes. Las manos de él son más ásperas y temblorosas por la inquietud del amor. ¡Dios quiera que no hagan daño, como dos hurones enloquecidos!","Novio-ipuinak. Ai, neska gazte, ez makurtu leihotik begira ari zaren bitartean, handik begiradak eta eskuak sortzen baitira! Bi gazte novio ari ziren jolasean han: Cila, Gabaigtarren alaba, eta Plaza Tornerreko maisua (zeruan elkartuko gara, elkarrekin). Txori batek novioei eta haien lau eskuen jokoari begiratzen zien. Bere eskuak, zuriak eta delikatuak, musu bat ematera gonbidatzen zuten: urrezko lepokodun bi usapal ziruditen, konpromiso-eraztunarekin diamante distiratsuekin. Haren eskuak latzagoak eta dardartiagoak ziren, maitasunaren urduritasunagatik. Jainkoak nahi beza ez dezatela minik egin, bi zoratu azeri bezala!"
"Entonces la Vida les habla con una voz grata y serena (la voz de los “ideales” siempre está perturbada por las pasiones que engendran “delirantes” entusiasmos, “locos” amores y odios “feroces”), y la Vida les dirige su palabra íntima, que es su propia palabra, una palabra blanca, blanca como los espacios en blanco de los diccionarios, de aquellos diccionarios donde los “ideales” desarraigados encuentran sus consignas y sus lemas; y, tras quitarles el dulzor que emana de mil tautologías sonoras y brillantes, pero inconsistentes y vacías, que deleitan y encantan a las almas fáciles…, entonces los luchadores, ya solos, avanzan con paso firme por el único camino de su propia vida, liberados de la profunda vacilación que antes les ataba los pies y de la angustia mortal que los invadía en medio de los antiguos senderos trillados, sombríos y tortuosos que conducen a todas partes.","Orduan, Bizitzak ahots atsegina eta lasaia du (idealek beti dute ahotsa asaldatuta, pasioek sortutako entusiasmo eroengatik, maitasun eroengatik eta gorroto basatiengatik), eta Bizitzak hitz intimoa zuzentzen die, bere hitza, bere hitz zuria, hiztegien zuriuneak bezain zuria, non idealek sustraitu gabeak bere aginduak eta lemak aurkitzen dituzten; eta, mila tautologia soinu handiko eta distiratsuen gozotasuna kenduta, baina inkonsistenteak eta hutsak direnak, arima errazak gozatzen eta liluratzen dituztenak... orduan, borrokalariak, bakarrik, pauso sendoarekin aurrera doaz beren bizitzaren bide bakarretik, lehenago oinak lotzen zizkien oinaze sakonetik askatuta eta antzinako bide zapaldu, ilun eta bihurrietan barrena, nonbaitera eramaten duten bideetan, heriotza-angustia sentitzen zuten bitartean."
"¿Le toca, acaso, a las gaitas? El amor se estremece un poco. ¿Y ahora le toca, acaso, al tamboril? El amor también se entrega. ¿Y ahora, tal vez, a la flauta pequeña? El amor, vacilante, se resigna.","Ez al zaie gaitari tokatzen? Maitasuna dardarka hasten da pixka bat. Eta orain gaitari tokatzen al zaio? Maitasuna ere entregatzen da. Eta orain, agian, txirulatxoari? Maitasuna, zalantzati, amore ematen du."
"Josafat lanzó un grito desesperado, sombrío, funesto. —¡Que te parta un rayo!— y su codo se hundió con violencia en el blando seno del cuerpo inerte.","Josafatek garrasi desesperatu, ilun eta zoritxarreko bat bota zuen. -Tximista batek jo zaitzala!- eta bere ukondoa indarrez sartu zuen gorputz hilikaren bularralde bigunean."
"Si pudiera, como el olivo, darte la poda que te haría falta para salvarte, ¡oh, mujer!, que haces tan poco caso del arte, pues así podrías ser como debes, y yo, para tenerte a mi gusto, me dedicaría a corregir tus vicios y virtudes hasta tenerte en mis brazos como deseo.","Hala balitz, olibondoak bezala, beharrezko mozketa emango nizuke, emakumea, zuk arteari horren gutxi kasu egiten diozulako; horrela, izan beharko zenukeen bezala izango zinateke, eta nik, nire gustura edukitzeko, zure akatsak eta bertuteak zuzentzen emango nuke denbora, nire besoetan eduki ahal izateko nahi dudan bezala."
"Inocencio consideraba del todo razonable que aquel hombre no pagara y totalmente justificados sus lamentos, así que lo dejó en paz, para ver si se recuperaba. Pero no todos los animales de la granja del campesino morían en el corral por causas naturales; algunos cerdos y algunas vacas acabaron sus días en el matadero del pueblo.","Inocenciok guztiz arrazoizkotzat jotzen zuen gizon hark ez ordaintzea eta bere kexak guztiz justifikatuta izatea, beraz, bakean utzi zuen, ikusteko ea sendatzen zen. Baina ez ziren granjako baserritarraren animalia guztiak korraleko heriotza naturalengatik hiltzen; zenbait txerri eta zenbait behi herriko hiltegian amaitu zuten euren egunak."
"Los hijos de Coré fueron: Asir, Elcaná y Abiasaf. Estas son las familias de los coritas.","Koreren seme-alabak: Asir, Elkaná eta Abiasaf. Hauek dira koritak."
"Todas esas opresiones en la garganta y todo ese peso en el pecho tenían que acabar. Después de todo, él sabía que el dinero, y todo lo demás, es para momentos especiales, y allí estaba, con la cesta en la mano.","Testuaren itzulpena:

Eztarrian sentitzen zituen estutasun guztiak eta bularrean zuen pisu guztia amaitu beharra zegoen. Azken finean, dirua, eta gainerako guztia, momentu berezietarako da, eta han zegoen, saskia eskuan zuela."
"—Pues, yo sí. Tengo nueve mil seiscientos juegos de sábanas y colchas. Diez mil cuchillos y tenedores y el mismo número de cucharas. Tengo seiscientos sirvientes. Poseo seis residencias palaciegas, dos establos con caballos de alquiler, una terraza con café y una casa particular. Tengo cuatro condecoraciones por servicios de guerra; tengo el rango de oficial y gozo del prestigio de un hombre de mundo; hablo tres idiomas con fluidez. Que me muestren a alguien en Bulgaria que pueda ofrecer lo mismo.","—Bai, horixe. Bederatzi mila seiehun oheko eta maindire-joko ditut. Hamar mila sardexka eta koilara eta tenedore ditut. Seiehun morroi ditut. Sei jauregi ditut, bi zalditegi zaldiz beteta, kafetegi bat eta etxe pribatu bat. Lau gerra-zerbitzuetako kondekorazio ditut; ofizial maila dut eta munduko gizon baten prestigioa dut; hiru hizkuntza hitz egiten ditut erraztasunez. Erakutsi iezadazu norbait Bulgarian niri bezainbeste eskain diezadakeena."
"—¡Ah! ¡Si lo hubiera sabido, pobre mujer!","—A! Bazekien banu, emakume gaixoa!"
"Fue el diablo quien lo hizo. Se sentó en el banco de madera mientras el herrero afilaba los arados. Pero en cuanto Kimet terminó de afilar uno, empezaba con otro.","Deabruak egin zuen hori. Egurrezko bankuan eseri zen, ferratzaileak goldeak zorrozten zituen bitartean. Baina Kimetek bat zorrozten amaitu orduko, bestearekin hasten zen."
"—Tras realizar la autopsia al cadáver, en un momento dado, le extraje los ojos y me los llevé a casa, donde, después de prepararlos adecuadamente, los sometí a diferentes pruebas.","—Hilotzari autopsia egin ondoren, une jakin batean, begiak atera nizkion eta etxera eraman nituen, non, behar bezala prestatu ondoren, hainbat proba egin nizkien."
