doc_id,obra_id,author,title,year,lang,traduccio,variant,source_file,n_paragraphs
doc_003144,3144,"Piquet i Piera, Jaume",¡La infancia de Jesucrist! ó'ls pastorets en Betlehem,1871,LIT,no,central,003144_La_infancia_de_Jesucrist_o_ls_pastorets_.out.txt,745
doc_003145,3145,"Ferrer i Codina, Antoni",¡Africa!,1897,LIT,no,central,003145_Africa.out.txt,1179
doc_003146,3146,"Ferrer i Codina, Antoni",Lo pagés de l'Ampurdá ó flors trasplantadas,1875,LIT,no,central,003146_Lo_pages_de_l_Ampurda_o_flors_trasplanta.out.txt,1026
doc_003147,3147,"Iglésias, Ignasi",El cor del poble,1902,LIT,no,central,003147_El_cor_del_poble.out.txt,1204
doc_003148,3148,"Iglésias, Ignasi",Lladres,1900,LIT,no,central,003148_Lladres.out.txt,282
doc_003150,3150,"Morató i Grau, Josep",El tresor,1912,LIT,no,central,003150_El_tresor.out.txt,812
doc_003152,3152,"Iglésias, Ignasi",La colla d'en Pep Mata o 'Els martirs de l'Inquisició',1908,LIT,no,central,003152_La_colla_d_en_Pep_Mata_o__Els_martirs_de.out.txt,630
doc_003154,3154,"Karr i Alfonsetti, Carme",Els ídols,1911,LIT,no,central,003154_Els_idols.out.txt,182
doc_003156,3156,Anònim,Un pillo y els chics educats en la casa de benefisensia,1846,LIT,no,valencià,003156_Un_pillo_y_els_chics_educats_en_la_casa_.out.txt,269
doc_003157,3157,Anònim,En Pau y la Pepa,1845,LIT,no,central,003157_En_Pau_y_la_Pepa.out.txt,55
doc_003159,3159,"Massó i Torrents, Jaume",La fada,1897,LIT,no,central,003159_La_fada.out.txt,112
doc_003160,3160,"Rusiñol, Santiago",La bona gent,1906,LIT,no,central,003160_La_bona_gent.out.txt,1312
doc_003161,3161,"Vallmitjana, Juli",Els zin-calós,1911,LIT,no,central,003161_Els_zin-calos.out.txt,341
doc_003162,3162,"Brossa i Roger, Jaume",Els sepulcres blancs,1900,LIT,no,central,003162_Els_sepulcres_blancs.out.txt,540
doc_003163,3163,"Oller, Narcís",L'escanya-pobres,1884,LIT,no,central,003163_L_escanya-pobres.out.txt,336
doc_003164,3164,"Riera i Bertran, Joaquim",Bernat pescayre,1875,LIT,no,central,003164_Bernat_pescayre.out.txt,503
doc_003165,3165,"Gual, Adrià",L'emigrant,1901,LIT,no,central,003165_L_emigrant.out.txt,843
doc_003166,3166,"Urgell, Modest","Lluny dels ulls, aprop del cor",1898,LIT,no,central,003166_Lluny_dels_ulls_aprop_del_cor.out.txt,455
doc_003167,3167,"Pirozzini i Martí, Felip",Plogut del cel,1877,LIT,no,central,003167_Plogut_del_cel.out.txt,276
doc_003168,3168,"Gras i Ballvé, Pere",Isabet Besora la pastoreta ó ja sía la peste de Reus de 1592,1857,LIT,no,central,003168_Isabet_Besora_la_pastoreta_o_ja_sia_la_p.out.txt,282
doc_003170,3170,"Gual, Adrià",La pobra Berta,1909,LIT,no,central,003170_La_pobra_Berta.out.txt,733
doc_003171,3171,"Alomar, Gabriel",El futurisme,1905,LIT,no,baleàric,003171_El_futurisme.out.txt,66
doc_003172,3172,"Guimerà, Àngel",Gala Placidia,1879,LIT,no,central,003172_Gala_Placidia.out.txt,701
doc_003173,3173,"Cavallé, Pere",Aubada i posta,1906,LIT,no,central,003173_Aubada_i_posta.out.txt,564
doc_003174,3174,"Penya i Nicolau, Pere d'Alcàntara",La peste gròga,1890,LIT,no,baleàric,003174_La_peste_groga.out.txt,215
doc_003176,3176,"Lladró i Mallí, Ramon",Á deshora de la nit,1888,LIT,no,valencià,003176_a_deshora_de_la_nit.out.txt,318
doc_003181,3181,"Vidal i Rosich, Plàcid",Somni de primavera,1911,LIT,no,central,003181_Somni_de_primavera.out.txt,185
doc_003182,3182,"Ventalló i Vintró, Pere Antoni",La ciutat del fum,1904,LIT,no,central,003182_La_ciutat_del_fum.out.txt,40
doc_003183,3183,"Maragall, Joan",Les disperses,1904,LIT,no,central,003183_Les_disperses.out.txt,164
doc_003184,3184,"Bofill i Mates, Jaume",La montanya d'amethystes,1908,LIT,no,central,003184_La_montanya_d_amethystes.out.txt,533
doc_003185,3185,"Arús i Arderiu, Rossend",Cartas á la dona,1877,LIT,no,central,003185_Cartas_a_la_dona.out.txt,19
doc_003186,3186,"Maspons i Labrós, Maria del Pilar",Narracions y llegendas,1874,LIT,no,central,003186_Narracions_y_llegendas.out.txt,391
doc_003187,3187,"Nadal i Canudas, Lluís Bertran",Qüestió de nom,1881,LIT,no,central,003187_Questio_de_nom.out.txt,305
doc_003188,3188,"Vidal i de Valenciano, Gaietà",La familia del Mas dels Salzers,1880,LIT,no,central,003188_La_familia_del_Mas_dels_Salzers.out.txt,299
doc_003189,3189,"Careta i Vidal, Antoni",Quadros de Barcelona,1876,LIT,no,central,003189_Quadros_de_Barcelona.out.txt,258
doc_003190,3190,"Oller, Narcís",Isabel de Galceran,1880,LIT,no,central,003190_Isabel_de_Galceran.out.txt,103
doc_003191,3191,"Vidal i de Valenciano, Gaietà",La pubilla del Mas de Dalt,1866,LIT,no,central,003191_La_pubilla_del_Mas_de_Dalt.out.txt,507
doc_003192,3192,"Vidal i Rosich, Cosme",La gent del llamp,1903,LIT,no,central,003192_La_gent_del_llamp.out.txt,288
doc_003193,3193,"Casellas, Raimon","¡Déunos aygua, magestat!",1898,LIT,no,central,003193_Deunos_aygua_magestat.out.txt,52
doc_003195,3195,"Ruyra, Joaquim",Jacobé,1902,LIT,no,central,003195_Jacobe.out.txt,82
doc_003196,3196,"Navarro i Llombart, Carmel",La copa d'argent,1887,LIT,no,valencià,003196_La_copa_d_argent.out.txt,52
doc_003197,3197,"Marinel·lo, Manuel",Lluhernas,1898,LIT,no,central,003197_Lluhernas.out.txt,530
doc_003198,3198,"Maragall, Joan",Visions & Cants,1900,LIT,no,central,003198_Visions__Cants.out.txt,192
doc_003199,3199,"Verdaguer, Jacint",Flors del Calvari,1896,LIT,no,central,003199_Flors_del_Calvari.out.txt,509
doc_003200,3200,"Mestres, Apel·les",La garba,1891,LIT,no,central,003200_La_garba.out.txt,248
doc_003259,3259,"Albert i Pey, Salvador",Involució,1908,LIT,no,central,003259_Involucio.out.txt,297
doc_003260,3260,"Fontova, Lleó",La pór guarda la vinya,1866,LIT,no,central,003260_La_por_guarda_la_vinya.out.txt,397
doc_003261,3261,"Palanca i Roca, Francesc",La millor raó el trabuc,1859,LIT,no,valencià,003261_La_millor_rao_el_trabuc.out.txt,260
doc_003263,3263,"Bernat i Baldoví, Josep",L'agüelo Pollastre,1859,LIT,no,valencià,003263_L_aguelo_Pollastre.out.txt,209
doc_003264,3264,"Maragall, Joan",Nausica,1913,LIT,no,central,003264_Nausica.out.txt,367
doc_003265,3265,"Aguiló i Forteza, Tomàs",Poesías fantásticas en mallorquí,1852,LIT,no,baleàric,003265_Poesias_fantasticas_en_mallorqui.out.txt,252
doc_003266,3266,"Verdaguer, Jacint",Roser de tot l'any,1894,LIT,no,central,003266_Roser_de_tot_l_any.out.txt,634
doc_003267,3267,"Penya i Nicolau, Pere d'Alcàntara",Records y esperançes,1885,LIT,no,baleàric,003267_Records_y_esperances.out.txt,287
doc_003268,3268,"Collell, Jaume",Altra peregrinació del venturós peregrí,1871,LIT,no,central,003268_Altra_peregrinacio_del_venturos_peregri.out.txt,16
doc_003271,3271,"Cardona i Pons, Guillem",Coblas fetas sobre la vinguda de SS. MM. y Real familia en Mahó,1861,LIT,no,baleàric,003271_Coblas_fetas_sobre_la_vinguda_de_SS_MM_y.out.txt,80
doc_003272,3272,"Villamartín, Isabel de",La desposada de Déu,1862,LIT,no,central,003272_La_desposada_de_Deu.out.txt,48
doc_003273,3273,"Verdaguer, Jacint","Dos mártirs de ma patria, ó siga Lluciá y Marciá",1865,LIT,no,central,003273_Dos_martirs_de_ma_patria_o_siga_Llucia_y.out.txt,106
doc_003274,3274,"Aguiló, Marià",Les flors de montanya,1868,LIT,no,baleàric,003274_Les_flors_de_montanya.out.txt,2
doc_003275,3275,"Verdaguer, Jacint",Romans llegit á l'ombra de la Font del Desmay,1869,LIT,no,central,003275_Romans_llegit_a_l_ombra_de_la_Font_del_D.out.txt,9
doc_003276,3276,"Tarongí, Josep",A ma patria,1875,LIT,no,baleàric,003276_A_ma_patria.out.txt,56
doc_003277,3277,"Pepratx, Justí",Espigas y flors,1882,LIT,no,septentrional,003277_Espigas_y_flors.out.txt,31
doc_003278,3278,"Verdaguer, Jacint",A Barcelona,1883,LIT,no,central,003278_A_Barcelona.out.txt,46
doc_003281,3281,"Verdaguer, Jacint",Al cel,1903,LIT,no,central,003281_Al_cel.out.txt,204
doc_003282,3282,"Sanmartín i Aguirre, Josep Francesc",Del agre dols,1900,LIT,no,valencià,003282_Del_agre_dols.out.txt,74
doc_003283,3283,"Verdaguer, Jacint",La Atlántida,1878,LIT,no,central,003283_La_Atlantida.out.txt,574
doc_003284,3284,"Bofarull, Antoni de",Costums que's perden y recorts que fugen,1880,LIT,no,central,003284_Costums_que_s_perden_y_recorts_que_fugen.out.txt,125
doc_003285,3285,"Fayos Antony, Francesc",La dona,1880,LIT,no,valencià,003285_La_dona.out.txt,24
doc_003286,3286,"Obrador i Bennàssar, Mateu",Devers dels homens,1877,LIT,sí,baleàric,003286_Devers_dels_homens.out.txt,325
doc_003287,3287,"Argullol, Josep d'",Las órfanas de mare,1872,LIT,no,central,003287_Las_orfanas_de_mare.out.txt,982
doc_003290,3290,"Maspons i Labrós, Francesc","Lo rondallayre, III",1875,LIT,no,central,003290_Lo_rondallayre_III.out.txt,962
doc_003291,3291,"Almirall, Valentí",Lo catalanisme,1886,LIT,no,central,003291_Lo_catalanisme.out.txt,700
doc_003293,3293,"Calvet de Budallés, Damas",La romería de Recasens,1864,LIT,no,central,003293_La_romeria_de_Recasens.out.txt,530
doc_003294,3294,"Soler, Frederic; Passarell, Frederic",Liceistas y cruzados,1865,LIT,no,central,003294_Liceistas_y_cruzados.out.txt,882
doc_003296,3296,"Guimerà, Àngel",La llengua catalana,1896,LIT,no,central,003296_La_llengua_catalana.out.txt,39
doc_003297,3297,"Corominas, Pere",Les albes de la vida,1908,LIT,no,central,003297_Les_albes_de_la_vida.out.txt,124
doc_003299,3299,"Ruyra, Joaquim",Del mal-parlar,1913,LIT,no,central,003299_Del_mal-parlar.out.txt,13
doc_003300,3300,"Arnau, Josep Maria",La pubilla del Vallés,1865,LIT,no,central,003300_La_pubilla_del_Valles.out.txt,819
doc_003301,3301,"Campmany i Pahissa, Narcís",La noya del entressuelo,1867,LIT,no,central,003301_La_noya_del_entressuelo.out.txt,716
doc_003302,3302,"Arús i Arderiu, Rossend",La Caritat,1874,LIT,no,central,003302_La_Caritat.out.txt,152
doc_003303,3303,"Codolosa i Riera, Josep Maria",Lo bram del ruch,1883,LIT,no,central,003303_Lo_bram_del_ruch.out.txt,308
doc_003304,3304,"Riera i Bertran, Joaquim",Com l'anell al dit,1884,LIT,no,central,003304_Com_l_anell_al_dit.out.txt,698
doc_003305,3305,"Pin i Soler, Josep",La Sirena,1891,LIT,no,central,003305_La_Sirena.out.txt,885
doc_003307,3307,"Penya i Nicolau, Pere d'Alcàntara",Mestre Fornari,1900,LIT,no,baleàric,003307_Mestre_Fornari.out.txt,276
doc_003308,3308,"Baró, Teodor",L'apotecari de Malgrat,1900,LIT,no,central,003308_L_apotecari_de_Malgrat.out.txt,308
doc_003309,3309,"Guimerà, Àngel",Andrónica,1905,LIT,no,central,003309_Andronica.out.txt,857
doc_003310,3310,"Calvet de Budallés, Damas",Á la voreta del mar,1874,LIT,no,central,003310_a_la_voreta_del_mar.out.txt,89
doc_003311,3311,"Dimas i Graells, Joaquim",De rebot,1877,LIT,no,central,003311_De_rebot.out.txt,303
doc_003312,3312,"Vives i Azpiroz, Rafael","Qui canta, plora",1877,LIT,no,valencià,003312_Qui_canta_plora.out.txt,290
doc_003313,3313,"Alomar, Gabriel",La pena de mort,1912,LIT,no,baleàric,003313_La_pena_de_mort.out.txt,36
doc_003315,3315,"Barberà i Canturri, Josep Maria",Lo prodigi del sigle,1868,LIT,no,central,003315_Lo_prodigi_del_sigle.out.txt,792
doc_003316,3316,J. S.,Poesias dedicadas á la felís memoria del célebre y admirable predicador apostolich catalá mosen Anton Claret,1844,LIT,no,central,003316_Poesias_dedicadas_a_la_felis_memoria_del.out.txt,158
doc_003317,3317,"Asensio d'Alcàntara, Joaquim",Mistos,1866,LIT,no,central,003317_Mistos.out.txt,224
doc_003318,3318,"Millàs i Casanoves, Manuel",Cascarrábies,1889,LIT,no,valencià,003318_Cascarrabies.out.txt,297
doc_003319,3319,"Escalante, Eduard",La sastreseta,1867,LIT,no,valencià,003319_La_sastreseta.out.txt,323
doc_003321,3321,"Renart i Arús, Francesc",El regreso despues del cólera,1835,LIT,no,central,003321_El_regreso_despues_del_colera.out.txt,290
doc_003322,3322,D. R. M.,La caida de Morella,1842,LIT,no,central,003322_La_caida_de_Morella.out.txt,215
doc_003323,3323,Anònim,El cristino y el carlista,1839,LIT,no,central,003323_El_cristino_y_el_carlista.out.txt,32
doc_003325,3325,"Escalante, Eduard",Milacre de la muda,1855,LIT,no,valencià,003325_Milacre_de_la_muda.out.txt,132
doc_003326,3326,"Lladró i Mallí, Ramon",La demaná de una novia,1858,LIT,no,valencià,003326_La_demana_de_una_novia.out.txt,230
doc_003327,3327,"Ferrer i Fernández, Josep Antoni",Ja hi van al África,1860,LIT,no,central,003327_Ja_hi_van_al_africa.out.txt,72
doc_003328,3328,Anònim,"La quinta, ó sía D. Jusep Buscalas-totas",1860,LIT,no,central,003328_La_quinta_o_sia_D_Jusep_Buscalas-totas.out.txt,116
doc_003329,3329,"Escalante, Eduard","El dèu, dènau y noranta",1861,LIT,no,valencià,003329_El_deu_denau_y_noranta.out.txt,306
doc_003330,3330,"Liern i Cerach, Rafael Maria",En les festes d'un carrer,1861,LIT,no,valencià,003330_En_les_festes_d_un_carrer.out.txt,395
doc_003331,3331,"Vidal i de Valenciano, Eduard",Tal farás tal trobarás,1865,LIT,no,central,003331_Tal_faras_tal_trobaras.out.txt,537
doc_003333,3333,"Escalante, Eduard; Balader i Sanchis, Joaquim",L'aguelo Cuc,1877,LIT,no,valencià,003333_L_aguelo_Cuc.out.txt,245
doc_003334,3334,"Colomer, Conrad",Cuants més serem més riurem ó la cartilaginotalgia,1877,LIT,no,central,003334_Cuants_mes_serem_mes_riurem_o_la_cartila.out.txt,262
doc_003335,3335,"Escalante, Eduard","Oros son trunfos, ó un solero del hortet",1878,LIT,no,valencià,003335_Oros_son_trunfos_o_un_solero_del_hortet.out.txt,271
doc_003336,3336,"Guimerà, Àngel",Mar y cel,1888,LIT,no,central,003336_Mar_y_cel.out.txt,834
doc_003337,3337,"Guimerà, Àngel",La filla del mar,1900,LIT,no,central,003337_La_filla_del_mar.out.txt,1409
doc_003338,3338,"Àngeles i Luís, Pere Josep; Burgos, Enric",Avans de la prosesó,1901,LIT,no,valencià,003338_Avans_de_la_proseso.out.txt,644
doc_003339,3339,"Crehuet, Pompeu",La morta,1904,LIT,no,central,003339_La_morta.out.txt,355
doc_003341,3341,"Altet i Ruate, Benet",Sen Vicènt,1855,LIT,no,valencià,003341_Sen_Vicent.out.txt,27
doc_003344,3344,"Estorch i Siqués, Pau",Poesias,1851,LIT,no,central,003344_Poesias.out.txt,470
doc_003345,3345,"Estorch i Siqués, Pau",Poesias. Segon repich,1852,LIT,no,central,003345_Poesias_Segon_repich.out.txt,318
doc_003346,3346,"Estorch i Siqués, Pau",Poesias. Tercer repich,1855,LIT,no,central,003346_Poesias_Tercer_repich.out.txt,152
doc_003347,3347,"Estorch i Siqués, Pau",Poesias. Quart y últim repich,1856,LIT,no,central,003347_Poesias_Quart_y_ultim_repich.out.txt,233
doc_003348,3348,"Altet i Ruate, Benet",Deu y lo mon,1854,LIT,no,valencià,003348_Deu_y_lo_mon.out.txt,73
doc_003349,3349,"Verdaguer, Jacint",Passió de nostre senyor Jesuchrist,1873,LIT,no,central,003349_Passio_de_nostre_senyor_Jesuchrist.out.txt,49
doc_003350,3350,Anònim,Lo doctor Pulsagueras en los encants,1854,LIT,no,central,003350_Lo_doctor_Pulsagueras_en_los_encants.out.txt,157
doc_003362,3362,"Montoliu, Cebrià de",L'amistat,1904,LIT,sí,baleàric,003362_L_amistat.out.txt,28
doc_003364,3364,"Karr i Alfonsetti, Carme",Primera conferencia,1910,LIT,no,central,003364_Primera_conferencia.out.txt,122
doc_003366,3366,"Navarro i Llombart, Carmel",Lo darrer agermanat,1883,LIT,no,valencià,003366_Lo_darrer_agermanat.out.txt,399
doc_003367,3367,"Singala, Bartomeu",Els glosadors d'altra temps,1887,LIT,no,baleàric,003367_Els_glosadors_d_altra_temps.out.txt,790
doc_003368,3368,"Rius i Vidal, Àngel; Bonavia i Flores, Salvador",Lo pinxo de la Bordeta,1899,LIT,no,central,003368_Lo_pinxo_de_la_Bordeta.out.txt,283
doc_003370,3370,"Tintorer i Vilaseca, Emili; Pujulà i Vallès, Frederic",Dintre la gabia,1906,LIT,no,central,003370_Dintre_la_gabia.out.txt,171
doc_003372,3372,"Aguiló i Cortès, Tomàs",Rondaya de rondayas,1834,LIT,no,baleàric,003372_Rondaya_de_rondayas.out.txt,22
doc_003373,3373,"Martí i Cortada, Miquel Anton",Llágrimas de la viudésa,1839,LIT,no,central,003373_Llagrimas_de_la_viudesa.out.txt,47
doc_003374,3374,"Aguiló i Cortès, Tomàs",Fábulas en vers mallorqui,1846,LIT,no,baleàric,003374_Fabulas_en_vers_mallorqui.out.txt,24
doc_003375,3375,"Tarongí, Josep",Lo trovador mallorquí,1883,LIT,no,baleàric,003375_Lo_trovador_mallorqui.out.txt,570
doc_003376,3376,"Cortiella, Felip",El cantor de l'ideal,1901,LIT,no,central,003376_El_cantor_de_l_ideal.out.txt,30
doc_003377,3377,"Verdaguer, Jacint",Excursions y viatjes,1887,LIT,no,central,003377_Excursions_y_viatjes.out.txt,411
doc_003379,3379,"Maragall, Joan",Elogis,1912,LIT,no,central,003379_Elogis.out.txt,181
doc_003381,3381,"Aribau, Bonaventura Carles",La patria,1833,LIT,no,central,003381_La_patria.out.txt,12
doc_003382,3382,"Villarroya, Tomàs",Canzó: pera el Album de la senyora Antonia de Montenegro,1840,LIT,no,valencià,003382_Canzo_pera_el_Album_de_la_senyora_Antoni.out.txt,4
doc_003383,3383,"Villarroya, Tomàs",Canzó: a la mort del pintor valenciá D. Antoni Ca bana,1840,LIT,no,valencià,003383_Canzo_a_la_mort_del_pintor_valencia_D_An.out.txt,2
doc_003384,3384,"Villarroya, Tomàs",Canzó,1841,LIT,no,valencià,003384_Canzo.out.txt,13
doc_003385,3385,"Villarroya, Tomàs",¡A Deu!: a la Sra. Doña Antonia de Montenegro,1841,LIT,no,valencià,003385_A_Deu_a_la_Sra_Dona_Antonia_de_Montenegr.out.txt,13
doc_003390,3390,"Prat i Solà, Josep Melcior; Busanyà, Ramon",Lo sant evangeli de Jesu-Christ segons sant Joan,1832,LIT,sí,central,003390_Lo_sant_evangeli_de_Jesu-Christ_segons_s.out.txt,875
doc_003391,3391,"Prat i Solà, Josep Melcior; Busanyà, Ramon",Los fets dels apóstols,1832,LIT,sí,central,003391_Los_fets_dels_apostols.out.txt,1005
doc_003392,3392,"Febrer i Cardona, Antoni",Els sálms de David,1840,LIT,sí,baleàric,003392_Els_salms_de_David.out.txt,173
doc_003394,3394,"Casas-Carbó, Joaquim",El sant evangeli de nostre senyor Jesucrist segons sant Joan,1914,LIT,sí,central,003394_El_sant_evangeli_de_nostre_senyor_Jesucr.out.txt,877
doc_003407,3407,"Soler, Frederic",La campana de Sant Llop,1878,LIT,no,central,003407_La_campana_de_Sant_Llop.out.txt,828
